timestamps,ax,ay,az,mag
673968,0.80,0.26,0.23,8.69
673990,0.73,0.16,0.28,8.04
674012,0.66,0.02,0.35,7.52
674034,0.74,-0.05,0.34,8.11
674056,0.86,0.03,0.17,8.73
674078,0.96,-0.15,-0.08,9.75
674100,1.06,-0.34,-0.36,11.73
674122,1.19,0.22,-0.50,13.08
674144,1.87,0.68,-0.66,21.01
674166,1.73,-0.07,-0.30,17.57
674188,1.51,-0.63,0.35,16.68
674210,1.14,-0.77,0.24,13.96
674232,1.00,-0.24,0.53,11.58
674254,1.22,0.63,0.44,14.40
674276,1.29,1.00,0.57,17.24
674298,1.03,0.65,0.69,13.98
674320,0.84,0.32,0.86,12.44
674342,0.70,0.36,0.94,12.29
674364,0.71,0.22,0.83,11.16
674386,0.34,0.19,0.94,10.18
674408,0.15,0.18,0.96,9.84
674430,-0.03,0.01,0.88,8.81
674452,-0.17,-0.03,0.93,9.47
674474,-0.36,-0.07,0.92,9.89
674496,-0.44,-0.05,1.05,11.44
674518,0.03,0.42,0.74,8.57
674540,1.23,-0.29,0.30,13.03
674562,1.00,-1.63,-0.38,19.47
674584,0.21,-0.54,-1.25,13.77
674606,0.72,0.68,-0.31,10.39
674628,1.87,0.51,-0.19,19.52
674650,1.76,-1.64,0.11,24.09
674672,-0.10,-1.26,0.18,12.78
674694,0.27,0.09,1.82,18.46
674716,0.46,1.03,0.25,11.58
674738,0.91,1.04,0.42,14.44
674760,1.24,0.11,0.10,12.45
674782,0.90,-0.42,0.10,10.00
674804,0.71,-0.13,0.05,7.26
674826,0.84,0.32,0.03,9.00
674848,0.74,0.15,0.09,7.61
674870,0.79,-0.07,0.02,7.95
674892,0.89,-0.00,0.02,8.88
674914,0.85,-0.05,0.02,8.49
674936,0.77,-0.04,0.10,7.80
674958,0.71,0.01,0.14,7.20
674980,0.76,0.04,0.15,7.74
675002,0.83,0.09,0.25,8.67
675024,0.68,0.19,0.29,7.60
675046,0.70,0.21,0.28,7.89
675068,0.75,0.11,0.28,8.10
675090,0.72,0.17,0.22,7.70
675112,0.80,0.10,0.04,8.12
675134,1.04,-0.14,-0.11,10.57
675156,1.04,-0.29,-0.31,11.21
675178,1.12,0.09,-0.49,12.25
675200,1.71,0.85,-0.36,19.39
675222,1.78,0.30,-0.07,18.03
675244,1.53,-0.62,0.54,17.43
675266,1.18,-0.88,0.26,14.96
675288,0.86,-0.43,0.57,11.19
675310,0.94,0.48,0.52,11.76
675332,1.10,0.70,0.53,14.07
675354,0.84,0.26,0.70,11.29
675376,0.67,0.02,0.82,10.61
675398,0.70,0.11,0.71,10.02
675420,0.51,0.14,0.72,8.96
675442,0.32,0.13,0.72,7.97
675464,0.23,0.21,0.78,8.36
675486,0.12,0.10,0.69,7.05
675508,0.10,-0.08,0.63,6.46
675530,0.09,-0.06,0.73,7.41
675552,0.19,-0.04,0.71,7.32
675574,0.61,0.13,0.63,8.86
675596,0.98,0.30,0.59,11.80
675618,0.58,-0.99,-0.28,11.86
675640,0.25,-1.19,-0.95,15.43
675662,0.38,0.16,-0.20,4.55
675684,0.80,0.73,-0.26,11.13
675706,1.87,0.50,-0.25,19.55
675728,1.29,-1.49,0.27,19.88
675750,0.24,-2.00,0.55,20.94
675772,0.20,-0.16,1.24,12.64
675794,0.42,1.04,0.75,13.48
675816,1.13,2.00,0.52,23.50
675838,1.28,0.43,-0.13,13.56
675860,0.97,-0.18,0.03,9.86
675882,0.76,-0.51,0.24,9.45
675904,0.66,0.29,0.26,7.64
675926,0.85,0.32,0.20,9.35
675948,0.80,0.01,0.15,8.10
675970,0.79,-0.06,0.11,8.04
675992,0.83,0.10,0.13,8.44
676014,0.78,0.05,0.07,7.90
676036,0.79,-0.01,0.07,7.91
676058,0.79,0.00,0.08,7.97
676080,0.79,0.01,0.14,8.03
676102,0.78,0.04,0.20,8.05
676124,0.74,0.10,0.27,7.96
676146,0.72,0.18,0.33,8.13
676168,0.69,0.20,0.25,7.56
676190,0.78,0.13,0.15,8.02
676212,0.81,-0.07,0.14,8.29
676234,0.90,-0.11,0.03,9.07
676256,0.94,-0.14,-0.16,9.65
676278,1.26,0.46,0.08,13.43
676300,1.46,0.45,0.09,15.26
676322,1.27,-0.24,0.04,12.95
676344,1.49,-0.57,0.07,16.00
676366,1.21,-0.66,-0.04,13.81
676388,0.97,-0.57,0.06,11.25
676410,1.03,-0.10,0.26,10.64
676432,1.17,0.38,0.31,12.67
676454,1.27,0.58,0.51,14.86
676476,1.00,0.20,0.68,12.25
676498,0.68,0.11,0.87,11.08
676520,0.57,0.12,0.83,10.10
676542,0.46,0.13,0.78,9.18
676564,0.35,0.13,0.79,8.75
676586,0.22,0.01,0.75,7.84
676608,0.12,0.03,0.69,7.01
676630,0.07,0.11,0.76,7.74
676652,0.06,-0.03,0.81,8.10
676674,0.36,-0.05,0.74,8.24
676696,0.71,0.16,0.45,8.56
676718,0.38,-0.61,0.16,7.32
676740,0.41,-1.25,-0.75,15.16
676762,0.43,0.27,-0.57,7.64
676784,0.20,0.70,0.04,7.26
676806,1.87,0.78,-1.03,22.78
676828,1.79,-1.54,-0.23,23.72
676850,0.58,-2.00,-0.01,20.86
676872,-0.08,-1.03,1.36,17.05
676894,0.63,1.00,0.68,13.61
676916,1.22,1.13,0.45,17.23
676938,0.76,0.31,-0.15,8.35
676960,0.99,-0.22,-0.04,10.14
676982,0.90,-0.30,-0.15,9.59
677004,0.80,0.34,-0.06,8.76
677026,0.83,0.13,-0.14,8.53
677048,0.89,-0.03,-0.12,8.96
677070,0.86,-0.02,-0.06,8.65
677092,0.84,0.10,-0.04,8.45
677114,0.84,0.19,0.04,8.61
677136,0.77,0.09,0.09,7.79
677158,0.77,0.05,0.14,7.82
677180,0.80,0.08,0.18,8.27
677202,0.81,0.04,0.11,8.18
677224,0.82,0.09,0.12,8.33
677246,0.78,0.19,0.18,8.19
677268,0.76,0.22,0.18,8.13
677290,0.77,0.20,0.13,8.11
677312,0.80,0.22,0.14,8.36
677334,0.74,0.23,0.17,7.94
677356,0.70,0.17,0.19,7.41
677378,0.73,0.09,0.22,7.66
677400,0.74,0.04,0.29,7.92
677422,0.70,-0.03,0.28,7.52
677444,0.67,-0.11,0.22,7.11
677466,0.77,-0.05,0.05,7.78
677488,1.00,0.45,0.09,10.94
677510,1.34,0.68,0.12,15.11
677532,1.13,0.18,0.31,11.86
677554,1.02,-0.08,0.46,11.26
677576,0.94,-0.40,0.41,11.06
677598,0.87,-0.69,0.27,11.42
677620,1.00,-0.10,0.19,10.25
677642,1.05,0.35,0.37,11.65
677664,1.09,0.69,0.48,13.72
677686,0.97,0.46,0.60,12.32
677708,0.77,0.08,0.69,10.38
677730,0.65,-0.10,0.71,9.70
677752,0.52,-0.02,0.67,8.47
677774,0.43,0.17,0.59,7.49
677796,0.42,0.26,0.64,8.04
677818,0.30,0.16,0.60,6.93
677840,0.23,0.02,0.48,5.35
677862,0.31,0.03,0.45,5.52
677884,0.47,0.10,0.52,7.08
677906,0.68,0.09,0.45,8.21
677928,0.64,0.01,0.42,7.70
677950,0.76,0.06,0.16,7.80
677972,0.73,-0.12,0.03,7.43
677994,0.54,-0.56,-0.56,9.57
678016,0.33,-0.47,-0.48,7.52
678038,0.60,0.55,-0.21,8.41
678060,1.57,0.38,-0.42,16.70
678082,1.72,-0.13,-0.29,17.49
678104,1.26,-0.94,0.04,15.76
678126,0.77,-0.47,0.06,9.02
678148,0.57,0.40,0.71,9.99
678170,0.50,0.62,0.62,10.08
678192,0.92,0.20,0.23,9.67
678214,1.07,-0.24,0.01,10.92
678236,0.88,-0.14,0.00,8.94
678258,0.81,0.18,0.11,8.33
678280,0.84,0.31,0.20,9.18
678302,0.84,0.12,0.18,8.63
678324,0.89,-0.04,0.19,9.09
678346,0.80,-0.02,0.23,8.32
678368,0.79,0.04,0.17,8.10
678390,0.86,0.10,0.12,8.71
678412,0.83,0.08,0.12,8.39
678434,0.83,0.02,0.10,8.34
678456,0.82,0.10,0.10,8.30
678478,0.86,0.09,0.07,8.67
678500,0.87,0.06,0.04,8.70
678522,0.89,0.07,0.09,8.96
678544,0.80,0.09,0.25,8.46
678566,0.69,0.05,0.39,7.90
678588,0.81,-0.02,0.29,8.63
678610,0.92,0.02,0.21,9.40
678632,0.86,0.14,0.18,8.92
678654,0.83,0.26,0.21,8.97
678676,0.79,0.26,0.19,8.55
678698,0.87,0.17,0.16,9.02
678720,0.96,-0.01,0.19,9.75
678742,1.01,-0.21,0.27,10.62
678764,0.89,-0.25,0.28,9.62
