timestamps,ax,ay,az,mag
695836,0.73,0.18,0.17,7.66
695858,0.76,0.20,0.23,8.15
695880,0.66,0.19,0.29,7.46
695902,0.59,0.18,0.32,6.93
695924,0.67,0.14,0.32,7.50
695946,0.85,0.18,0.28,9.11
695968,0.86,0.00,0.09,8.69
695990,0.85,0.06,-0.09,8.53
696012,1.34,0.84,0.19,15.94
696034,1.37,0.47,0.11,14.53
696056,1.37,0.14,0.05,13.73
696078,1.55,-0.22,0.10,15.72
696100,1.22,-0.51,0.08,13.21
696122,1.07,-0.32,0.00,11.21
696144,1.03,-0.02,0.49,11.42
696166,1.13,0.63,0.45,13.68
696188,1.14,0.70,0.59,14.64
696210,1.05,0.31,0.78,13.40
696232,0.94,0.03,0.82,12.50
696254,0.68,-0.02,0.84,10.76
696276,0.47,0.12,0.83,9.61
696298,0.38,0.13,0.79,8.88
696320,0.22,0.07,0.76,7.95
696342,0.08,0.01,0.70,7.04
696364,0.00,-0.05,0.76,7.62
696386,-0.13,0.03,0.67,6.86
696408,-0.12,0.16,0.67,6.94
696430,-0.11,0.13,0.48,5.08
696452,0.48,-0.32,0.35,6.75
696474,1.05,-0.49,0.09,11.68
696496,0.79,-0.01,-0.33,8.54
696518,0.47,-0.06,-0.29,5.55
696540,0.34,-0.34,0.27,5.55
696562,1.16,0.29,-0.87,14.84
696584,1.87,1.52,-1.03,26.25
696606,1.28,-1.12,0.11,17.05
696628,0.06,-1.01,-0.21,10.30
696650,0.44,-0.07,1.51,15.74
696672,0.42,0.78,1.01,13.46
696694,0.86,0.84,0.12,12.08
696716,1.00,0.39,0.20,10.93
696738,0.87,0.07,0.09,8.77
696760,0.88,-0.26,0.22,9.45
696782,0.74,0.27,0.12,7.94
696804,0.84,0.34,0.10,9.11
696826,0.83,-0.00,0.02,8.28
696848,0.82,-0.03,0.00,8.17
696870,0.79,0.28,0.10,8.42
696892,0.76,0.17,0.15,7.88
696914,0.76,0.06,0.18,7.87
696936,0.82,0.06,0.14,8.36
696958,0.82,0.09,0.09,8.26
696980,0.79,0.11,0.08,8.06
697002,0.78,0.15,0.13,8.00
697024,0.73,0.22,0.17,7.86
697046,0.80,0.25,0.20,8.59
697068,0.73,0.24,0.22,7.97
697090,0.73,0.18,0.25,7.96
697112,0.67,0.10,0.27,7.29
697134,0.70,-0.01,0.27,7.46
697156,0.71,-0.09,0.23,7.55
697178,0.73,-0.05,0.13,7.43
697200,0.85,0.33,0.08,9.19
697222,1.38,0.80,0.26,16.18
697244,0.97,0.25,0.13,10.06
697266,1.17,-0.03,0.34,12.20
697288,1.31,-0.22,0.31,13.61
697310,1.04,-0.40,0.18,11.29
697332,0.85,-0.30,0.18,9.23
697354,1.00,0.10,0.19,10.21
697376,1.03,0.60,0.42,12.63
697398,0.94,0.88,0.53,13.94
697420,0.80,0.83,0.62,13.09
697442,0.75,0.31,0.68,10.59
697464,0.67,0.01,0.64,9.31
697486,0.50,-0.08,0.66,8.28
697508,0.40,0.15,0.65,7.80
697530,0.42,0.17,0.68,8.20
697552,0.42,0.04,0.61,7.35
697574,0.52,-0.06,0.58,7.85
697596,0.55,0.04,0.60,8.13
697618,0.45,0.01,0.53,6.97
697640,0.56,0.13,0.27,6.37
697662,0.63,-0.15,0.24,6.94
697684,0.67,-0.31,-0.01,7.41
697706,0.40,-0.08,-0.24,4.76
697728,0.31,0.16,-0.13,3.72
697750,0.68,0.22,-0.22,7.53
697772,1.39,0.13,-0.44,14.63
697794,1.72,0.16,-0.01,17.30
697816,1.25,-0.39,0.16,13.25
697838,0.53,-0.30,0.68,9.11
697860,0.28,0.18,0.84,9.04
697882,0.58,0.58,0.46,9.36
697904,1.39,0.85,0.22,16.46
697926,0.82,0.03,0.07,8.21
697948,0.77,-0.09,-0.01,7.75
697970,0.84,0.31,0.16,9.13
697992,0.79,0.24,0.13,8.35
698014,0.86,0.07,0.08,8.63
698036,0.91,0.02,0.09,9.18
698058,0.82,0.01,0.13,8.34
698080,0.77,0.19,0.17,8.13
698102,0.81,0.22,0.19,8.59
698124,0.78,0.14,0.15,8.10
698146,0.82,0.17,0.13,8.49
698168,0.87,0.12,0.08,8.85
698190,0.89,0.05,0.03,8.88
698212,0.80,0.17,0.15,8.33
698234,0.75,0.21,0.24,8.18
698256,0.71,0.15,0.25,7.68
698278,0.79,0.19,0.21,8.43
698300,0.86,0.15,0.13,8.85
698322,0.85,0.11,0.06,8.64
698344,0.85,0.13,0.08,8.60
698366,0.83,0.14,0.16,8.57
698388,0.75,0.12,0.18,7.79
698410,0.84,0.15,0.13,8.61
698432,0.87,0.09,0.11,8.85
698454,0.83,0.01,0.21,8.52
698476,0.70,0.06,0.26,7.52
698498,0.73,0.11,0.32,8.06
698520,0.84,0.06,0.32,9.05
698542,0.72,0.01,0.48,8.69
698564,0.56,0.12,0.62,8.49
698586,0.72,0.13,0.61,9.48
698608,0.78,-0.00,0.60,9.84
698630,0.80,-0.00,0.63,10.20
698652,0.90,0.02,0.62,10.93
698674,0.89,-0.01,0.51,10.20
698696,0.74,-0.03,0.34,8.13
698718,0.69,-0.08,0.23,7.33
698740,0.71,-0.23,0.17,7.62
698762,0.80,-0.39,0.07,8.96
698784,0.96,-0.24,-0.06,9.89
698806,0.83,0.17,0.06,8.48
698828,0.81,-0.23,0.04,8.40
698850,0.91,-0.42,-0.06,10.08
698872,0.82,-0.13,0.07,8.29
698894,0.79,-0.02,0.13,8.00
698916,0.69,-0.06,0.20,7.23
698938,0.61,0.01,0.20,6.42
698960,0.51,0.11,0.28,5.93
698982,0.41,0.14,0.35,5.56
699004,0.38,0.14,0.35,5.37
699026,0.43,0.21,0.38,6.08
